train_idx,Time,Open,High,Low,Close,Volume,label
500,2008-10-10,1.3556,1.36407,1.32592,1.34091,128663.0,1
501,2008-10-12,1.35653,1.36181,1.35412,1.35682,63296.0,0
502,2008-10-13,1.35657,1.36823,1.34498,1.36346,175045.0,0
503,2008-10-14,1.36319,1.37639,1.35348,1.35781,172273.0,0
504,2008-10-15,1.3578,1.36847,1.3421,1.34652,173153.0,0
505,2008-10-16,1.34654,1.35329,1.33467,1.3469,174898.0,0
506,2008-10-17,1.34719,1.3508,1.33846,1.34052,149634.0,0
507,2008-10-19,1.34216,1.34675,1.33917,1.34519,108912.0,0
513,2008-10-26,1.25557,1.26774,1.25293,1.2596,75422.0,1
518,2008-10-31,1.2783,1.28735,1.26675,1.2733,524940.0,1
525,2008-11-09,1.2816,1.28865,1.2775,1.2885,42155.0,0
529,2008-11-13,1.24585,1.28525,1.2388,1.2737,507175.0,0
531,2008-11-16,1.25297,1.2582,1.25115,1.2544,38586.0,0
537,2008-11-23,1.2585,1.26535,1.25835,1.2606,23180.0,1
543,2008-11-30,1.27093,1.27115,1.2653,1.2663,20542.0,1
549,2008-12-07,1.27254,1.2763,1.27155,1.2761,11192.0,1
554,2008-12-12,1.33195,1.3415,1.32505,1.33682,487267.0,1
555,2008-12-14,1.33661,1.3461,1.33637,1.3445,21919.0,1
559,2008-12-18,1.44315,1.46925,1.41875,1.42435,473721.0,0
560,2008-12-19,1.42445,1.43045,1.38265,1.3911,462905.0,1
562,2008-12-22,1.4005,1.4005,1.268167613563532,1.397,541230.0,1
563,2008-12-23,1.3971,1.4021,1.39135,1.39405,466108.0,1
564,2008-12-24,1.39405,1.4019,1.3935,1.39818,297671.0,1
565,2008-12-25,1.3982,1.40465,1.39757,1.4007,461812.0,1
566,2008-12-26,1.4007,1.41155,1.39895,1.40182,125404.0,1
567,2008-12-28,1.406,1.41335,1.40568,1.4124,21244.0,0
569,2008-12-30,1.4063,1.4221,1.3988,1.4131,495191.0,0
570,2008-12-31,1.4131,1.41415,1.38505,1.39682,361713.0,0
571,2009-01-01,1.39684,1.40707,1.396,1.4015,479132.0,0
572,2009-01-02,1.4015,1.4015,1.38385,1.39185,382996.0,0
573,2009-01-04,1.38977,1.3961,1.38743,1.39435,20715.0,0
574,2009-01-05,1.39435,1.3951,1.35495,1.3591,553175.0,1
578,2009-01-09,1.3665,1.37305,1.3415,1.35862125,456312.0,0
579,2009-01-11,1.34688,1.34735,1.3379,1.3407,28762.0,0
585,2009-01-18,1.33352,1.33845,1.3315,1.3325,35993.0,0
590,2009-01-23,1.29905,1.30345,1.27675,1.29725,512916.0,1
591,2009-01-25,1.29621,1.29666,1.28705,1.28775,19692.0,1
597,2009-02-01,1.27672,1.27825,1.27365,1.274,35452.0,1
603,2009-02-08,1.2961,1.2992,1.29443,1.29745,41445.0,0
608,2009-02-13,1.2881,1.2942,1.2821,1.28605,477596.0,0
609,2009-02-15,1.27793,1.28075,1.27525,1.27615,32715.0,0
610,2009-02-16,1.27615,1.28245,1.27265,1.27655,551530.0,0
615,2009-02-22,1.2804,1.2826,1.2779,1.2787,30262.0,0
621,2009-03-01,1.26295,1.26368,1.256,1.2571,27969.0,1
627,2009-03-08,1.26488,1.27265,1.26488,1.2705,81988.0,1
633,2009-03-15,1.28791,1.2894,1.26548125,1.26548125,38324.0,1
639,2009-03-22,1.362,1.3674,1.3612,1.3628,74976.0,0
645,2009-03-29,1.32282,1.32845,1.32105,1.3264,34701.0,0
651,2009-04-05,1.34955,1.3552,1.34934,1.3543,35342.0,0
656,2009-04-10,1.3111,1.31875,1.3092,1.31845,171018.0,1
657,2009-04-12,1.31862,1.3189,1.3127,1.3143,16394.0,1
658,2009-04-13,1.3143,1.33915,1.31395,1.3326,260165.0,0
659,2009-04-14,1.3326,1.33665,1.3226,1.3243,512719.0,0
663,2009-04-19,1.30577,1.30591,1.2968,1.29845,47083.0,1
664,2009-04-20,1.2985,1.3018,1.2891,1.2913,544973.0,1
667,2009-04-23,1.2993,1.31605,1.29795,1.3129,545539.0,0
668,2009-04-24,1.3129,1.3301,1.31205,1.32395,520496.0,0
669,2009-04-26,1.3244,1.32458,1.31785,1.31955,45778.0,1
670,2009-04-27,1.31955,1.32025,1.2996,1.3017,544791.0,1
671,2009-04-28,1.3018,1.31535,1.29635,1.31535,491200.0,1
672,2009-04-29,1.3154,1.3339,1.31405,1.3295,483715.0,1
673,2009-04-30,1.3295,1.33855,1.31905,1.3246,468815.0,1
674,2009-05-01,1.3246,1.33275,1.3227,1.32705,300231.0,1
675,2009-05-03,1.32678,1.33245,1.32636,1.3317,55620.0,0
676,2009-05-04,1.3317,1.34375,1.3212,1.33855,413893.0,0
677,2009-05-05,1.3386,1.34355,1.3282,1.33035,406469.0,1
678,2009-05-06,1.33035,1.33745,1.32455,1.32859,506304.0,1
679,2009-05-07,1.32861,1.347,1.32515,1.33585,366521.0,1
680,2009-05-08,1.3359,1.365,1.33415,1.3639,362684.0,1
681,2009-05-10,1.3644,1.3656,1.36145,1.3629,32625.0,0
685,2009-05-14,1.3565,1.3665,1.3531,1.36355,434215.0,0
686,2009-05-15,1.3636,1.3644,1.3462,1.34945,378412.0,1
687,2009-05-17,1.34778,1.3489,1.34285,1.34395,53267.0,1
688,2009-05-18,1.34405,1.3563,1.3423,1.35335,462080.0,1
689,2009-05-19,1.35335,1.3668,1.3533,1.36135,515227.0,1
690,2009-05-20,1.3613,1.3829,1.35835,1.3768,71516.14285714286,1
691,2009-05-21,1.3768,1.39545,1.3737632268388678,1.39535,544484.0,1
693,2009-05-24,1.40169,1.4048,1.39905,1.40055,38730.0,0
694,2009-05-25,1.4006,1.412498356814456,1.39575,1.3986,391976.0,0
699,2009-05-31,1.41449,1.4145,1.4099,1.41165,50227.0,1
705,2009-06-07,1.3968,1.3977,1.39268,1.39725,36932.0,1
711,2009-06-14,1.39929,1.40002,1.3962,1.39754,45499.0,0
713,2009-06-16,1.3764,1.39196,1.37607,1.38346,205281.0,1
714,2009-06-17,1.38348,1.39699,1.38203,1.39499,203997.0,0
715,2009-06-18,1.39505,1.39897,1.38819,1.39099,203866.0,0
716,2009-06-19,1.39115,1.4012,1.3883,1.3938,323788.0,1
717,2009-06-21,1.39468,1.3955,1.3903,1.3903,24377.0,1
718,2009-06-22,1.3903,1.3922,1.3826,1.38375,550839.0,1
721,2009-06-25,1.39615,1.40394,1.38885,1.40281,541847.0,1
722,2009-06-26,1.40269,1.4118,1.4014,1.4053,442107.0,0
723,2009-06-28,1.40609,1.40765,1.40449,1.40691,24512.0,1
724,2009-06-29,1.40696,1.40988,1.40679,1.4098,455439.0,0
726,2009-07-01,1.4028,1.41993,1.39978,1.41266,82276.0,0
727,2009-07-02,1.4125,1.41385,1.39256,1.39663,81615.0,1
728,2009-07-03,1.39672,1.40282,1.39584,1.39792,72253.0,0
729,2009-07-05,1.39591,1.39784,1.39485,1.39694,8012.0,0
730,2009-07-06,1.39678,1.39977,1.38749,1.39694,81165.0,1
731,2009-07-07,1.39674,1.40497,1.38788,1.39007,81672.0,1
732,2009-07-08,1.39011,1.39391,1.38294,1.38864,81188.0,1
733,2009-07-09,1.38851,1.40722,1.38825,1.39941,81228.0,0
734,2009-07-10,1.39919,1.40033,1.38734,1.39351,72466.0,1
735,2009-07-12,1.39364,1.3978,1.39361,1.39724,8808.0,1
736,2009-07-13,1.39734,1.40081,1.38942,1.39791,81323.0,1
738,2009-07-15,1.39802,1.41335,1.39688,1.40751,81140.0,1
739,2009-07-16,1.40749,1.41648,1.40536,1.41174,80765.0,1
740,2009-07-17,1.4116,1.41492,1.40599,1.40986,72383.0,1
741,2009-07-19,1.40953,1.41454,1.40904,1.41396,8616.0,1
742,2009-07-20,1.41413,1.42494,1.41406,1.42054,80119.0,0
743,2009-07-21,1.42048,1.4276,1.41601,1.4184,81492.0,1
744,2009-07-22,1.41857,1.42562,1.41529,1.42221,81847.0,0
745,2009-07-23,1.42232,1.42908,1.41181,1.41468,80809.0,1
746,2009-07-24,1.41429,1.42529,1.41337,1.42006,72704.0,0
747,2009-07-26,1.42057,1.42316,1.41692,1.41959,7966.0,0
748,2009-07-27,1.41936,1.42967,1.41897,1.4232,81137.0,0
749,2009-07-28,1.42351,1.43028,1.41277,1.41801,79757.0,1
750,2009-07-29,1.41781,1.41949,1.40043,1.4059,80887.0,1
751,2009-07-30,1.40578,1.4094,1.40124,1.40901,82585.0,1
752,2009-07-31,1.40903,1.42796,1.40834,1.42554,72894.0,1
753,2009-08-02,1.42535,1.43084,1.42432,1.42495,9292.0,1
754,2009-08-03,1.42517,1.44444,1.42025,1.44051,80437.0,0
755,2009-08-04,1.44077,1.44295,1.43645,1.44138,81320.0,0
756,2009-08-05,1.44144,1.44469,1.4354,1.44085,80900.0,0
757,2009-08-06,1.44077,1.4438327977148253,1.43261,1.43601,157383.50166902016,0
758,2009-08-07,1.43602,1.44111,1.41533,1.41804,73145.0,0
759,2009-08-09,1.41828,1.42046,1.41646,1.42001,9193.0,1
760,2009-08-10,1.42002,1.42177,1.41014,1.41447,81744.0,1
761,2009-08-11,1.41462,1.41849,1.41066,1.41571,82387.0,1
762,2009-08-12,1.41557,1.42463,1.40827,1.42143,80516.0,0
763,2009-08-13,1.42155,1.43264,1.42089,1.42893,82382.0,0
764,2009-08-14,1.42897,1.43058,1.41561,1.42011,72560.0,0
765,2009-08-16,1.41972,1.41972,1.4151,1.41549,8052.0,1
766,2009-08-17,1.41531,1.41625,1.4044,1.41023,81457.0,1
767,2009-08-18,1.41039,1.41529,1.40657,1.41271,76660.0,1
768,2009-08-19,1.41405,1.42656,1.40804,1.42215,76472.0,1
769,2009-08-20,1.42184,1.42738,1.41999,1.42411,80933.0,1
770,2009-08-21,1.42399,1.43776,1.42043,1.43247,73815.0,0
771,2009-08-23,1.43253,1.43572,1.43253,1.43441,9084.0,0
772,2009-08-24,1.43442,1.43533,1.42775,1.42813,81708.0,1
773,2009-08-25,1.42819,1.43609,1.42496,1.42895,81429.0,1
774,2009-08-26,1.42884,1.43508,1.42026,1.42251,82161.0,1
775,2009-08-27,1.42245,1.44054,1.42157,1.4363,82011.0,0
776,2009-08-28,1.43642,1.43884,1.4279,1.43013,73273.0,0
777,2009-08-30,1.43009,1.43187,1.42804,1.43107,8586.0,0
778,2009-08-31,1.43109,1.43685,1.42531,1.43201,82015.0,0
779,2009-09-01,1.43216,1.4378,1.41741,1.41964,81045.0,1
780,2009-09-02,1.4194,1.42937,1.41901,1.42594,81910.0,1
781,2009-09-03,1.42567,1.43466,1.42338,1.42505,81855.0,1
782,2009-09-04,1.4249,1.43252,1.41894,1.42928,72894.0,1
783,2009-09-06,1.42972,1.43276,1.4295,1.43217,7825.0,1
784,2009-09-07,1.43243,1.4362,1.43142,1.43377,81287.0,1
785,2009-09-08,1.43376,1.45351,1.4326,1.45049,81571.0,1
786,2009-09-09,1.45056,1.4598,1.44631,1.45527,81282.0,0
787,2009-09-10,1.45571,1.46103,1.45007,1.45702,81029.0,1
788,2009-09-11,1.45721,1.46317,1.45527,1.45688,72837.0,1
789,2009-09-13,1.45681,1.4605447805871807,1.45283,1.45373,9550.0,1
790,2009-09-14,1.45372,1.46516,1.45121,1.46263,80821.0,1
791,2009-09-15,1.46254,1.4685,1.45597,1.46776,81011.0,1
792,2009-09-16,1.46779,1.47353,1.46429,1.47096,80737.0,0
793,2009-09-17,1.47097,1.47654,1.46853,1.47237,80441.0,0
794,2009-09-18,1.47245,1.47355,1.46455,1.47084,73040.0,1
795,2009-09-20,1.47710125,1.47710125,1.46794,1.47021,8598.0,1
796,2009-09-21,1.47029,1.47069,1.46082,1.46985,81766.0,0
797,2009-09-22,1.46982,1.48383,1.46969,1.47925,81198.0,0
798,2009-09-23,1.47932,1.48421,1.46852,1.475,82024.0,0
799,2009-09-24,1.47499,1.48026,1.46162,1.4626,81338.0,0
800,2009-09-25,1.46282,1.47234,1.46114,1.46859,71871.0,0
801,2009-09-27,1.4696,1.47197,1.46362,1.46425,7866.0,1
802,2009-09-28,1.46426,1.4679,1.45593,1.45926,81002.0,0
803,2009-09-29,1.45926,1.46455,1.45246,1.45981,81138.0,0
804,2009-09-30,1.45983,1.46728,1.45723,1.46502,80701.0,0
805,2009-10-01,1.46471,1.46514,1.45021,1.45141,80623.0,1
806,2009-10-02,1.45141,1.46467,1.44792,1.45743,72388.0,1
807,2009-10-04,1.45773,1.46317,1.45772,1.46229,8969.0,1
808,2009-10-05,1.4621,1.46685,1.45908,1.46593,80860.0,1
809,2009-10-06,1.46582,1.47612,1.46569,1.47011,81390.0,1
810,2009-10-07,1.47005,1.47371,1.4648,1.47207,81942.0,0
811,2009-10-08,1.47202,1.4816,1.47171,1.47636,80560.0,1
812,2009-10-09,1.4764,1.47759,1.46721,1.4729,73125.0,1
813,2009-10-11,1.4724,1.47412,1.46891,1.46912,8708.0,1
814,2009-10-12,1.46914,1.48127,1.46751,1.47757,81069.0,1
815,2009-10-13,1.47732,1.48756,1.47575,1.48431,82417.0,1
816,2009-10-14,1.48422,1.49486,1.48371,1.49468,80662.0,0
817,2009-10-15,1.49479,1.49687,1.48412,1.49639,81927.0,1
818,2009-10-16,1.49627,1.4966,1.48463,1.49032,72964.0,1
819,2009-10-18,1.49047,1.49178,1.48301,1.48397,8003.0,1
820,2009-10-19,1.48433,1.49801,1.48321,1.49728,81262.0,1
821,2009-10-20,1.49728,1.4994,1.48806,1.49234,79123.0,1
822,2009-10-21,1.49226,1.50456,1.48846,1.50192,79682.0,0
823,2009-10-22,1.50191,1.5059,1.49413,1.50305,80638.0,0
824,2009-10-23,1.50306,1.50506,1.4983,1.50057,71051.0,0
825,2009-10-25,1.49934,1.50107,1.49778,1.50061,8938.0,0
826,2009-10-26,1.50069,1.506,1.4842,1.48641,79782.0,0
827,2009-10-27,1.4864,1.4926,1.4766,1.47997,79198.0,0
828,2009-10-28,1.48,1.48405,1.46836,1.46997,79499.0,1
829,2009-10-29,1.46992,1.48582,1.46914,1.4828,80703.0,0
830,2009-10-30,1.48268,1.48585,1.47003,1.47204,71495.0,0
831,2009-11-01,1.47151,1.47423,1.46814,1.47317,5171.0,1
832,2009-11-02,1.47295,1.48445,1.47173,1.47952,79699.0,1
833,2009-11-03,1.47957,1.48069,1.46235,1.47143,79819.0,1
834,2009-11-04,1.47174,1.49069,1.4707,1.48383,80169.0,1
835,2009-11-05,1.48387,1.49166,1.48067,1.48616,80586.0,1
836,2009-11-06,1.48612,1.49138,1.48102,1.48454,74670.0,1
837,2009-11-08,1.48793,1.48956,1.485,1.48941,4614.0,1
838,2009-11-09,1.48953,1.50197,1.48802,1.49871,80206.0,0
839,2009-11-10,1.49856,1.50206,1.49357,1.50031,80303.0,0
840,2009-11-11,1.50029,1.50495,1.49498,1.5009,79481.0,0
841,2009-11-12,1.50092,1.50149,1.48201,1.48649,79447.0,1
842,2009-11-13,1.48634,1.4935,1.48231,1.48991,74684.0,0
843,2009-11-15,1.49164,1.49636,1.49133,1.49517,6093.0,0
844,2009-11-16,1.49498,1.50148,1.48805,1.49791,79953.0,0
845,2009-11-17,1.49785,1.49843,1.48048,1.48845,79462.0,0
846,2009-11-18,1.4883,1.49896,1.48661,1.49461,79465.0,0
847,2009-11-19,1.4945,1.49503,1.48395,1.49144,80183.0,1
848,2009-11-20,1.49118,1.49347,1.47998,1.48595,74797.0,1
849,2009-11-22,1.48551,1.49077,1.48313,1.48989,5119.0,1
850,2009-11-23,1.48982,1.49977,1.48832,1.49458,79811.0,1
851,2009-11-24,1.49445,1.49887,1.48859,1.49612,79095.0,1
852,2009-11-25,1.49614,1.51441,1.49598,1.5124,79318.0,0
853,2009-11-26,1.51227,1.51381,1.49404,1.49598,79366.0,1
854,2009-11-27,1.49594,1.49893,1.48264,1.49853,74403.0,1
855,2009-11-29,1.50094,1.50197,1.4962,1.49971,4429.0,1
856,2009-11-30,1.49996,1.50825,1.49702,1.50094,79577.0,1
857,2009-12-01,1.50064,1.51194,1.49719,1.50891,79076.0,0
858,2009-12-02,1.50881,1.51096,1.5029,1.50761,80190.0,0
859,2009-12-03,1.50759,1.51398,1.50344,1.50518,78859.0,0
860,2009-12-04,1.50521,1.50911,1.48188,1.48547,74249.0,0
861,2009-12-06,1.48532,1.48949,1.48487,1.48765,6554.0,0
862,2009-12-07,1.48755,1.49042,1.47535,1.48532,79077.0,0
863,2009-12-08,1.48515,1.48652,1.46699,1.47078,79739.0,0
864,2009-12-09,1.47055,1.47809,1.46717,1.47389,80143.0,0
865,2009-12-10,1.47367,1.47597,1.46827,1.47306,78406.0,0
866,2009-12-11,1.47294,1.47758,1.45845,1.46112,74637.0,0
867,2009-12-13,1.46224,1.4639,1.45955,1.46235,4688.0,0
868,2009-12-14,1.46201,1.46848,1.46042,1.46505,80005.0,0
869,2009-12-15,1.46518,1.46577,1.45011,1.45379,79767.0,0
870,2009-12-16,1.45331,1.45903,1.45023,1.45218,79604.0,0
871,2009-12-17,1.45231,1.45242,1.43035,1.43452,80790.0,0
872,2009-12-18,1.43446,1.44105,1.42582,1.43364,75795.0,0
873,2009-12-20,1.43037,1.4348,1.42972,1.4324,5723.0,1
874,2009-12-21,1.43246,1.43727,1.42636,1.42897,79957.0,1
875,2009-12-22,1.42889,1.4332,1.42149,1.42552,80187.0,1
877,2009-12-24,1.43334,1.4418,1.43278,1.43577,79264.0,1
878,2009-12-25,1.43579,1.44365,1.4357,1.43772,73987.0,0
879,2009-12-27,1.43859,1.43927,1.43505,1.43569,6347.0,0
880,2009-12-28,1.43579,1.44138,1.43524,1.43613,80168.0,0
881,2009-12-29,1.43609,1.44572,1.43231,1.43231,80607.0,1
882,2009-12-30,1.43237,1.43606,1.42694,1.43513,79442.0,0
883,2009-12-31,1.43522,1.444,1.43025,1.43276,79548.0,1
884,2010-01-01,1.43287,1.43356,1.43181,1.43335,74598.0,1
885,2010-01-03,1.43024,1.43359,1.4287,1.42886,4500.0,1
886,2010-01-04,1.42868,1.44556,1.42559,1.44172,79921.0,0
887,2010-01-05,1.44169,1.44834,1.43323,1.4346,80035.0,1
888,2010-01-06,1.43448,1.44432,1.42807,1.44223,81105.0,1
889,2010-01-07,1.44226,1.44267,1.42976,1.43157,80736.0,1
890,2010-01-08,1.43154,1.44382,1.42616,1.44083,74625.0,1
891,2010-01-10,1.44265,1.4494,1.44049,1.44825,5358.0,1
892,2010-01-11,1.44811,1.45539,1.44693,1.44891,80191.0,0
893,2010-01-12,1.44874,1.45479,1.44507,1.4468,79343.0,0
894,2010-01-13,1.44656,1.45797,1.4455,1.45314,80586.0,0
895,2010-01-14,1.45275,1.45546,1.4445,1.44728,80124.0,0
896,2010-01-15,1.44719,1.44777,1.43347,1.43849,74643.0,0
897,2010-01-17,1.4353,1.43742,1.43332,1.43425,6327.0,0
898,2010-01-18,1.43437,1.44118,1.43325,1.44002,157383.50153330615,0
899,2010-01-19,1.43989,1.44124,1.42498,1.42858,79141.0,0
900,2010-01-20,1.42859,1.42867,1.4078,1.41176,80083.0,1
901,2010-01-21,1.41154,1.41422,1.40247,1.41051,78872.0,1
902,2010-01-22,1.4106,1.41805,1.40875,1.41361,74624.0,0
903,2010-01-24,1.41557,1.41705,1.41396,1.41462,4553.0,0
904,2010-01-25,1.41488,1.41939,1.41248,1.41628,79709.0,0
905,2010-01-26,1.41636,1.4178,1.40397,1.40696,79234.0,0
906,2010-01-27,1.40681,1.40957,1.39903,1.40036,79682.0,0
907,2010-01-28,1.40026,1.40516,1.39172,1.3931,79567.0,0
908,2010-01-29,1.39291,1.39861,1.38589,1.38605,72991.0,1
909,2010-01-31,1.38608,1.38873,1.38518,1.38698,5583.0,1
910,2010-02-01,1.38711,1.39366,1.38501,1.3924,80205.0,0
911,2010-02-02,1.39239,1.39759,1.3883,1.39613,79933.0,0
912,2010-02-03,1.39631,1.40247,1.38773,1.38798,80188.0,0
913,2010-02-04,1.38781,1.38964,1.36919,1.3703,79924.0,0
914,2010-02-05,1.37053,1.37412,1.35816,1.36763,74293.0,1
915,2010-02-07,1.36553,1.36661,1.36282,1.36563,6283.0,1
916,2010-02-08,1.36569,1.37128,1.36195,1.36512,79898.0,1
917,2010-02-09,1.36497,1.38385,1.36456,1.37913,78942.0,0
918,2010-02-10,1.37897,1.38112,1.36747,1.37672,80692.0,0
919,2010-02-11,1.37664,1.37999,1.3661,1.3661,79965.0,0
