Time,train_idx,Open,High,Low,Close,Volume,label
2007-04-06,26.0,1.3422,1.34268,1.331196135976078,1.3378,393636.0,1.0
2007-04-07,,1.34260625,1.297537888900021,1.2871047629290606,1.3391937500000002,279384.30225350114,
2007-04-08,27.0,1.3374,1.33798,1.3359,1.3361,41209.0,1.0
2007-04-09,28.0,1.33615,1.3381,1.334,1.3379,452817.0,1.0
2007-04-10,29.0,1.3379,1.3456,1.33755,1.34205,1192351.0,1.0
2007-04-11,30.0,1.3421,1.34415,1.34065,1.3435,1047311.0,1.0
2007-04-12,31.0,1.3435,1.35155,1.34315,1.34965,855297.0,1.0
2007-04-13,32.0,1.34965,1.35525,1.34845,1.35255,392266.0,1.0
2007-04-14,,1.3509,1.297537888900021,1.2871047629290606,1.3541062499999998,279384.30225350114,
2007-04-15,33.0,1.3554,1.3577,1.35221,1.3561,64269.0,1.0
2007-04-16,34.0,1.3561,1.3567,1.35221,1.3534,967168.0,1.0
2007-04-17,35.0,1.3534,1.3594,1.3527,1.3584,1042362.0,1.0
2007-04-18,36.0,1.3584,1.362,1.3556,1.3603,1197684.0,0.0
2007-04-19,37.0,1.3603,1.3628,1.35605,1.36165,913507.0,0.0
2007-04-20,38.0,1.36165,1.3637,1.3586,1.3588,976041.0,1.0
2007-04-21,,1.363925,1.297537888900021,1.2871047629290606,1.36106875,279384.30225350114,
2007-04-22,39.0,1.35975,1.3607,1.35915,1.3594,38833.0,1.0
2007-04-23,40.0,1.3594,1.3596,1.354,1.35725,718139.0,1.0
2007-04-24,41.0,1.3573,1.3643,1.3548,1.3626,1110636.0,1.0
2007-04-25,42.0,1.36255,1.3665,1.3622,1.3645,886570.0,0.0
2007-04-26,43.0,1.3645,1.3654,1.3584,1.35975,1223986.0,1.0
2007-04-27,44.0,1.3597,1.3682,1.35865,1.3652,941168.0,0.0
2007-04-28,,1.3604625,1.297537888900021,1.2871047629290606,1.36513125,279384.30225350114,
2007-04-29,45.0,1.36305,1.3648,1.3615,1.36236,134314.0,0.0
2007-04-30,46.0,1.36236,1.36777,1.35884,1.36455,663900.0,0.0
2007-05-01,47.0,1.36449,1.36711,1.35897,1.35941,663177.0,0.0
2007-05-02,48.0,1.3594,1.36097,1.35598,1.3592,658596.0,1.0
2007-05-03,49.0,1.35922,1.36193,1.35459,1.35488,666034.0,1.0
2007-05-04,50.0,1.35496,1.36088,1.35344,1.35893,513053.0,0.0
2007-05-05,,1.35454375,1.297537888900021,1.2871047629290606,1.3577275,279384.30225350114,
2007-05-06,51.0,1.36015,1.36089,1.35883,1.36033,151008.0,0.0
2007-05-07,52.0,1.36034,1.36255,1.35928,1.35955,673187.0,0.0
2007-05-08,53.0,1.35957,1.36202,1.35155,1.35441,672752.0,0.0
2007-05-09,54.0,1.35445,1.35641,1.35187,1.35307,657727.0,1.0
2007-05-10,55.0,1.35308,1.35624,1.34643,1.3466,675903.0,1.0
2007-05-11,56.0,1.34656,1.35305,1.34628,1.35222,519579.0,1.0
2007-05-12,,1.34577,1.297537888900021,1.2871047629290606,1.350645,279384.30225350114,
2007-05-13,57.0,1.35343,1.35433,1.35271,1.35337,152853.0,0.0
2007-05-14,58.0,1.35338,1.3557,1.35235,1.35405,665581.0,0.0
2007-05-15,59.0,1.35401,1.36071,1.35264,1.35917,667008.0,0.0
2007-05-16,60.0,1.35915,1.36081,1.35035,1.3527,674245.0,0.0
2007-05-17,61.0,1.3527,1.35421,1.34773,1.34915,666123.0,0.0
2007-05-18,62.0,1.34919,1.35205,1.34648,1.35053,509342.0,0.0
2007-05-19,,1.34897125,1.297537888900021,1.2871047629290606,1.35004,279384.30225350114,
2007-05-20,63.0,1.35123,1.35288,1.35123,1.35159,78458.0,0.0
2007-05-21,64.0,1.35153,1.352,1.34359,1.34574,661192.0,0.0
2007-05-22,65.0,1.34573,1.34744,1.34376,1.34497,663467.0,0.0
2007-05-23,66.0,1.34495,1.35004,1.34149,1.34525,667774.0,0.0
2007-05-24,67.0,1.34522,1.34602,1.34152,1.34164,669238.0,1.0
2007-05-25,68.0,1.34164,1.34714,1.34114,1.3438,403512.0,1.0
2007-05-26,,1.33989875,1.297537888900021,1.2871047629290606,1.3424175,279384.30225350114,
2007-05-27,69.0,1.34465,1.3451,1.34399,1.34482,256337.0,0.0
2007-05-28,70.0,1.34484,1.34579,1.34407,1.34445,279384.3022918704,1.0
2007-05-29,71.0,1.34432,1.35183,1.34192,1.34415,662003.0,1.0
2007-05-30,72.0,1.34415,1.34563,1.34079,1.34287,662049.0,1.0
2007-05-31,73.0,1.34293,1.3471,1.34219,1.34527,660984.0,1.0
2007-06-01,74.0,1.34524,1.34602,1.33915,1.34439,403855.0,1.0
2007-06-02,,1.3449875,1.297537888900021,1.2871047629290606,1.3443924999999999,279384.30225350114,
2007-06-03,75.0,1.3441,1.34512,1.34353,1.3445,333276.0,1.0
2007-06-04,76.0,1.34448,1.34984,1.34317,1.34968,657504.0,0.0
2007-06-05,77.0,1.34967,1.35515,1.34885,1.35122,663553.0,0.0
2007-06-06,78.0,1.35123,1.36296420008252,1.34844,1.34952,660209.0,0.0
2007-06-07,79.0,1.34957,1.35113,1.34179,1.34205,660494.0,0.0
2007-06-08,80.0,1.34207,1.34269,1.33225,1.33708,504626.0,0.0
2007-06-09,,1.3427475000000002,1.297537888900021,1.2871047629290606,1.3369775000000002,279384.30225350114,
2007-06-10,81.0,1.33671,1.33711,1.33423,1.33466,76828.0,0.0
2007-06-11,82.0,1.33461,1.33606,1.33325,1.33574,652916.0,0.0
2007-06-12,83.0,1.33577,1.33683,1.3286,1.32908,646696.0,1.0
2007-06-13,84.0,1.32914,1.33144,1.32621,1.33037,647680.0,1.0
2007-06-14,85.0,1.33036,1.33221,1.32789,1.33115,653718.0,1.0
2007-06-15,86.0,1.3311,1.33877,1.33047,1.33867,390201.0,1.0
2007-06-16,,1.32849125,1.297537888900021,1.2871047629290606,1.33637375,279384.30225350114,
2007-06-17,87.0,1.33765,1.3391,1.33737,1.33836,339299.0,1.0
2007-06-18,88.0,1.33837,1.34269,1.3297437455874443,1.34262,640920.0,0.0
2007-06-19,89.0,1.3426,1.34343,1.3384,1.34274,635897.0,1.0
2007-06-20,90.0,1.34277,1.3436,1.3382,1.33852,640239.0,1.0
2007-06-21,91.0,1.33857,1.34044,1.33717,1.33842,637619.0,1.0
2007-06-22,92.0,1.33847,1.34683,1.33772,1.34676,494777.0,0.0
2007-06-23,,1.33964875,1.297537888900021,1.2871047629290606,1.3477662499999998,279384.30225350114,
2007-06-24,93.0,1.34648,1.34714,1.34565,1.34705,69804.0,0.0
2007-06-25,94.0,1.34707,1.34719,1.34384,1.34572,625975.0,0.0
2007-06-26,95.0,1.34574,1.34764,1.3431,1.34474,631610.0,1.0
2007-06-27,96.0,1.34474,1.34548,1.34167,1.3454,629597.0,1.0
2007-06-28,97.0,1.34545,1.34788,1.34233,1.34407,630265.0,1.0
2007-06-29,98.0,1.34404,1.35395,1.34284,1.35393,383641.0,1.0
2007-06-30,,1.3443749999999999,1.297537888900021,1.2871047629290606,1.35462375,279384.30225350114,
2007-07-01,99.0,1.35358,1.35465,1.35309,1.35318,337558.0,1.0
2007-07-02,100.0,1.35322,1.36374,1.35258,1.3619,612218.0,0.0
2007-07-03,101.0,1.36197,1.36323,1.35833,1.36066,607820.0,1.0
2007-07-04,102.0,1.3607,1.36299,1.36045,1.36056,601427.0,1.0
2007-07-05,103.0,1.3606,1.36574,1.35784,1.35943,615417.0,1.0
2007-07-06,104.0,1.35941,1.36396,1.35678,1.36253,471048.0,1.0
2007-07-07,,1.3613925,1.297537888900021,1.2871047629290606,1.36428375,279384.30225350114,
2007-07-08,105.0,1.3631375000000001,1.36337,1.36206,1.36235,57967.0,1.0
2007-07-09,106.0,1.36233,1.36372,1.36086,1.36197,576241.0,1.0
2007-07-10,107.0,1.36196,1.37822,1.35935,1.37419,597011.0,1.0
2007-07-11,108.0,1.37423,1.37795,1.37299,1.37462,604048.0,1.0
2007-07-12,109.0,1.3746,1.37971,1.37428,1.37795,595946.0,0.0
2007-07-13,110.0,1.37792,1.38103,1.37621,1.37811,343760.0,1.0
2007-07-14,,1.3796575,1.297537888900021,1.2871047629290606,1.38028375,279384.30225350114,
2007-07-15,111.0,1.37837,1.37855,1.37676,1.37785,331502.0,1.0
2007-07-16,112.0,1.37787,1.38019,1.37603,1.37754,524186.0,1.0
2007-07-17,113.0,1.37755,1.38212,1.3758,1.38115,538552.0,1.0
2007-07-18,114.0,1.38116,1.3831,1.37565,1.38052,557592.0,1.0
2007-07-19,115.0,1.38066,1.38284,1.37852,1.37929,575840.0,1.0
2007-07-20,116.0,1.37929,1.38418,1.37777,1.38251,656103.0,0.0
2007-07-21,,1.38009375,1.297537888900021,1.2871047629290606,1.38309375,279384.30225350114,
2007-07-22,117.0,1.38068,1.38438,1.3825,1.38366,267895.0,0.0
2007-07-23,118.0,1.38363,1.38452,1.37912,1.38265,862190.0,0.0
2007-07-24,119.0,1.38287,1.38515,1.37991,1.38042,862338.0,0.0
2007-07-25,120.0,1.38008,1.38251,1.3679388290044199,1.37083,859747.0,0.0
2007-07-26,121.0,1.37074,1.37714,1.36888,1.37426,859406.0,0.0
2007-07-27,122.0,1.37404,1.37492,1.36239,1.36306,800996.0,1.0
2007-07-28,,1.3727375,1.297537888900021,1.2871047629290606,1.3622775,279384.30225350114,
2007-07-29,123.0,1.36206,1.36415,1.36058,1.3626,61787.0,1.0
2007-07-30,124.0,1.36254,1.37274,1.36175,1.371,861036.0,0.0
2007-07-31,125.0,1.37115,1.3724,1.36491,1.36528,862991.0,1.0
2007-08-01,126.0,1.36534,1.37099,1.36363,1.36527,858960.0,1.0
2007-08-02,127.0,1.36525,1.37113,1.36478,1.36974,861813.0,1.0
2007-08-03,128.0,1.36975,1.38178,1.36811,1.37698,800391.0,0.0
2007-08-04,,1.36789625,1.297537888900021,1.2871047629290606,1.3768437500000001,279384.30225350114,
2007-08-05,129.0,1.3786,1.38387,1.3786,1.38093,46411.0,0.0
2007-08-06,130.0,1.38109,1.38386,1.37764,1.38086,861447.0,0.0
2007-08-07,131.0,1.38088,1.38132,1.37314,1.37513,859709.0,0.0
2007-08-08,132.0,1.37524,1.38259,1.37185,1.38005,861050.0,0.0
2007-08-09,133.0,1.38014,1.38167,1.36533,1.36625,860435.0,0.0
2007-08-10,134.0,1.3664,1.37049,1.36406,1.36907,769005.0,0.0
2007-08-11,,1.36825,1.297537888900021,1.2871047629290606,1.3691925,279384.30225350114,
2007-08-12,135.0,1.36887,1.37047,1.3678,1.37025,89287.0,0.0
2007-08-13,136.0,1.37025,1.37091,1.35974,1.36115,859517.0,0.0
2007-08-14,137.0,1.36108,1.3625,1.35183,1.35215,858583.0,0.0
2007-08-15,138.0,1.35216,1.35251,1.34032,1.34077,858192.0,1.0
2007-08-16,139.0,1.34096,1.34464,1.33594,1.34241,857027.0,1.0
2007-08-17,140.0,1.34263,1.3546,1.33691,1.34721,769548.0,0.0
2007-08-18,,1.338345,1.297537888900021,1.2871047629290606,1.342505,279384.30225350114,
2007-08-19,141.0,1.3476,1.34947,1.34701,1.34931,90599.0,1.0
2007-08-20,142.0,1.3492,1.35076,1.34557,1.34627,855708.0,1.0
2007-08-21,143.0,1.34632,1.35203,1.34485,1.34563,855174.0,1.0
2007-08-22,144.0,1.34558,1.35582,1.34459,1.35513,860770.0,1.0
2007-08-23,145.0,1.35524,1.35879,1.35324,1.35566,860734.0,1.0
2007-08-24,146.0,1.35572,1.36828,1.35497,1.36725,769321.0,0.0
2007-08-25,,1.3561050000000001,1.297537888900021,1.2871047629290606,1.36911125,279384.30225350114,
2007-08-26,147.0,1.36745,1.36852,1.36612,1.36768,104188.0,0.0
2007-08-27,148.0,1.36761,1.36804,1.36211,1.36254,859411.0,1.0
2007-08-28,149.0,1.36234,1.36799,1.3563,1.3568,855484.0,1.0
2007-08-29,150.0,1.35675,1.36802,1.3557,1.36496,846647.0,0.0
2007-08-30,151.0,1.36501,1.3753415984102977,1.35883,1.36623,861163.0,0.0
2007-08-31,152.0,1.36636,1.37191,1.36158,1.36279,766613.0,0.0
2007-09-01,,1.36878875,1.297537888900021,1.2871047629290606,1.3641775,279384.30225350114,
2007-09-02,153.0,1.36276,1.36349,1.36205,1.36305,105462.0,1.0
2007-09-03,154.0,1.36306,1.36541,1.36017,1.36106,858587.0,1.0
2007-09-04,155.0,1.36096,1.36256,1.3548,1.36182,854796.0,1.0
2007-09-05,156.0,1.36176,1.36712,1.3566,1.36443,842406.0,1.0
2007-09-06,157.0,1.36453,1.37098,1.36308,1.36808,859466.0,1.0
2007-09-07,158.0,1.36826,1.37978,1.36601,1.37657,770247.0,1.0
2007-09-08,,1.3692325,1.297537888900021,1.2871047629290606,1.37696,279384.30225350114,
2007-09-09,159.0,1.37681,1.37851,1.37659,1.37753,102877.0,1.0
2007-09-10,160.0,1.37755,1.38143,1.37644,1.37853,859631.0,1.0
2007-09-11,161.0,1.37852,1.38482,1.37756,1.38283,862952.0,1.0
2007-09-12,162.0,1.38288,1.39141,1.38207,1.38897,857233.0,0.0
2007-09-13,163.0,1.38899,1.39265,1.386,1.387,858910.0,0.0
2007-09-14,164.0,1.38708,1.38947,1.38414,1.39039375,798587.0,1.0
2007-09-15,,1.39048375,1.297537888900021,1.2871047629290606,1.393215,279384.30225350114,
2007-09-16,165.0,1.3868,1.38727,1.38522,1.38685,46215.0,1.0
2007-09-17,166.0,1.3869,1.38899,1.38474,1.38675,857807.0,1.0
2007-09-18,167.0,1.38675,1.39889,1.38271,1.39634,863966.0,1.0
2007-09-19,168.0,1.39644,1.39867,1.39323,1.3974924999999998,861700.0,1.0
2007-09-20,169.0,1.397,1.40993,1.39673,1.40737,860407.0,0.0
2007-09-21,170.0,1.4076,1.3022558670241666,1.2889012345592268,1.40885,766797.0,1.0
2007-09-22,,1.409365,1.297537888900021,1.2871047629290606,1.41115,279384.30225350114,
2007-09-23,171.0,1.40901,1.40946,1.40811,1.40906,106607.0,1.0
2007-09-24,172.0,1.40907,1.41293,1.40629,1.4069,858505.0,1.0
2007-09-25,173.0,1.40688,1.41628,1.40567,1.41387,866590.0,1.0
2007-09-26,174.0,1.4139,1.41556,1.41084,1.41246,862701.0,1.0
2007-09-27,175.0,1.41246,1.41892,1.4040300019285386,1.416,862499.0,1.0
2007-09-28,176.0,1.41602,1.42772,1.41491,1.42656,800908.0,0.0
2007-09-29,,1.4180225000000002,1.297537888900021,1.2871047629290606,1.4288734375,279384.30225350114,
2007-09-30,177.0,1.42723,1.42808,1.42604,1.4266,61386.0,0.0
2007-10-01,178.0,1.42672,1.4274,1.42075,1.423,861029.0,0.0
2007-10-02,179.0,1.42308,1.42343,1.41353,1.41526,864433.0,0.0
2007-10-03,180.0,1.41522,1.42012,1.40791,1.4091,864664.0,1.0
2007-10-04,181.0,1.40922,1.41488,1.40641,1.41325,864959.0,0.0
2007-10-05,182.0,1.41317,1.41569,1.40313,1.41336,801078.0,0.0
2007-10-06,,1.412585,1.297537888900021,1.2871047629290606,1.41345875,279384.30225350114,
2007-10-07,183.0,1.4134,1.41526,1.41314,1.41362,45325.0,1.0
2007-10-08,184.0,1.41376,1.41402,1.40321,1.40434,864433.0,1.0
2007-10-09,185.0,1.4043,1.41177,1.40093,1.41064,863330.0,1.0
2007-10-10,186.0,1.41066,1.41715,1.40914,1.41405,865034.0,1.0
2007-10-11,187.0,1.41408,1.42402,1.41327,1.41975,868196.0,0.0
2007-10-12,188.0,1.41986,1.42125,1.41522,1.41763,775373.0,0.0
2007-10-13,,1.4197175,1.297537888900021,1.2871047629290606,1.41896125,279384.30225350114,
2007-10-14,189.0,1.41745,1.41866,1.41583,1.41607,105340.0,1.0
2007-10-15,190.0,1.41627,1.42429,1.41559,1.41932,864174.0,1.0
2007-10-16,191.0,1.41947,1.42265,1.41397,1.41715,865002.0,1.0
2007-10-17,192.0,1.41725,1.42301,1.41562,1.42051,866295.0,1.0
2007-10-18,193.0,1.42041,1.43097,1.41985,1.42809,863990.0,0.0
2007-10-19,194.0,1.42798,1.43179,1.42426,1.42985,800851.0,0.0
2007-10-20,,1.42919875,1.297537888900021,1.2871047629290606,1.431605,279384.30225350114,
2007-10-21,195.0,1.43037,1.43501,1.43037,1.43316,62152.0,0.0
2007-10-22,196.0,1.43304,1.43388,1.41231,1.41878,865187.0,1.0
2007-10-23,197.0,1.41883,1.42782,1.41754,1.42506,860153.0,1.0
2007-10-24,198.0,1.42508,1.42698,1.41873,1.42453,861660.0,1.0
2007-10-25,199.0,1.42442,1.43443,1.42436,1.43218,860089.0,1.0
2007-10-26,200.0,1.43239,1.43953,1.43137,1.43908,799455.0,1.0
2007-10-27,,1.43328625,1.297537888900021,1.2871047629290606,1.44053875,279384.30225350114,
2007-10-28,201.0,1.44146,1.44221,1.43988,1.44062,279384.3023622615,1.0
2007-10-29,202.0,1.4406,1.44378,1.43738,1.43899,862456.0,1.0
2007-10-30,203.0,1.43908,1.44428,1.43717,1.44316,862192.0,1.0
2007-10-31,204.0,1.44338,1.45035,1.4352129460896514,1.44695,860112.0,1.0
2007-11-01,205.0,1.44696,1.44788,1.43995,1.44295,863117.0,1.0
2007-11-02,206.0,1.44304,1.45273,1.44184,1.45033,770036.0,1.0
2007-11-03,,1.445775,1.297537888900021,1.2871047629290606,1.4526325,279384.30225350114,
2007-11-04,207.0,1.45132,1.45234,1.44892,1.45006,80838.0,1.0
2007-11-05,208.0,1.44994,1.45095,1.44406,1.44795,861614.0,1.0
2007-11-06,209.0,1.44775,1.45706,1.44654,1.45546,859484.0,1.0
2007-11-07,210.0,1.45527,1.47294,1.45495,1.46478,279384.302379267,0.0
2007-11-08,211.0,1.46484,1.47027,1.46212,1.46938,859306.0,0.0
2007-11-09,212.0,1.46945,1.47519,1.46286,1.46725,806182.0,0.0
2007-11-10,,1.4721324999999998,1.297537888900021,1.2871047629290606,1.47005375,279384.30225350114,
2007-11-11,213.0,1.46701,1.46758,1.46322,1.46417,49785.0,1.0
2007-11-12,214.0,1.46406,1.46632,1.45168,1.45535,861521.0,1.0
2007-11-13,215.0,1.466714375,1.46325,1.45506,1.46247,855198.0,1.0
2007-11-14,216.0,1.46233,1.47245,1.46176,1.4642,861213.0,1.0
2007-11-15,217.0,1.46434,1.47038,1.4550807089169866,1.46253,859401.0,1.0
2007-11-16,218.0,1.46237,1.46721,1.45786,1.46584,808846.0,1.0
2007-11-17,,1.4635037499999999,1.297537888900021,1.2871047629290606,1.46555875,279384.30225350114,
2007-11-18,219.0,1.46689,1.4688,1.46601,1.46827,35127.0,1.0
2007-11-19,220.0,1.46831,1.46884,1.4617,1.46613,859547.0,1.0
2007-11-20,221.0,1.46601,1.48517,1.46303,1.48223,857790.0,1.0
2007-11-21,222.0,1.48242,1.48689,1.47707,1.48493,855713.0,0.0
2007-11-22,223.0,1.4847,1.4873,1.48185,1.48557,857022.0,0.0
2007-11-23,224.0,1.48621,1.49646,1.47816,1.48358,790552.0,0.0
2007-11-24,,1.48900625,1.297537888900021,1.2871047629290606,1.48625125,279384.30225350114,
2007-11-25,225.0,1.48193,1.48393,1.48159,1.48306,81042.0,0.0
2007-11-26,226.0,1.48301,1.48869,1.48011,1.48554,859027.0,0.0
2007-11-27,227.0,1.48537,1.49078,1.48061,1.48329,857174.0,0.0
2007-11-28,228.0,1.48335,1.48579,1.47078,1.48249,857004.0,0.0
2007-11-29,229.0,1.48241,1.48442,1.47188,1.47655,860511.0,0.0
2007-11-30,230.0,1.47655,1.47849,1.46231,1.46315,812724.0,1.0
2007-12-01,,1.47654875,1.297537888900021,1.2871047629290606,1.4621024999999999,279384.30225350114,
2007-12-02,231.0,1.4636,1.46653,1.46338,1.46514,49767.0,0.0
2007-12-03,232.0,1.46492,1.47077,1.4618,1.46504,855148.0,0.0
2007-12-04,233.0,1.46497,1.47688,1.46315,1.4747,862529.0,0.0
2007-12-05,234.0,1.47475,1.47701,1.45905,1.4616,860058.0,1.0
2007-12-06,235.0,1.46156,1.46593,1.45234,1.46361,856495.0,1.0
2007-12-07,236.0,1.46369,1.46725,1.45946,1.46534,810973.0,1.0
2007-12-08,,1.46096625,1.297537888900021,1.2871047629290606,1.4629800000000002,279384.30225350114,
2007-12-09,237.0,1.46539,1.4659,1.46397,1.46455,33991.0,1.0
2007-12-10,238.0,1.4646,1.47356,1.46361,1.47083,858010.0,0.0
2007-12-11,239.0,1.47085,1.47506,1.46378,1.46633,863654.0,0.0
2007-12-12,240.0,1.4663,1.4748,1.46469,1.47215,861803.0,0.0
2007-12-13,241.0,1.47228,1.47379,1.45742,1.4723112500000002,863560.0,0.0
2007-12-14,242.0,1.46186,1.46578,1.44094,1.44282,795289.0,0.0
2007-12-15,,1.4615512499999999,1.297537888900021,1.2871047629290606,1.44415890625,279384.30225350114,
2007-12-16,243.0,1.43892,1.44359,1.43838,1.44288,81967.0,0.0
2007-12-17,244.0,1.44285,1.44521,1.43273,1.44007,859098.0,0.0
2007-12-18,245.0,1.43973,1.44357,1.43639,1.44108,861142.0,0.0
2007-12-19,246.0,1.44095,1.44235,1.43229,1.43816,863035.0,0.0
2007-12-20,247.0,1.43807,1.43873,1.43073,1.43337,861252.0,1.0
2007-12-21,248.0,1.4337,1.44101,1.433,1.43772,811348.0,1.0
2007-12-22,,1.43017125,1.297537888900021,1.2871047629290606,1.4328725000000002,279384.30225350114,
2007-12-23,249.0,1.43738,1.43838,1.43643,1.43805,50529.0,1.0
2007-12-24,250.0,1.438,1.44129,1.43692,1.43888,862505.0,1.0
2007-12-25,251.0,1.43897,1.44205,1.43825,1.43981,861773.0,1.0
2007-12-26,252.0,1.43968,1.45058,1.43957,1.44731,862681.0,1.0
2007-12-27,253.0,1.44753,1.46411,1.44643,1.45988,858604.0,0.0
2007-12-28,254.0,1.45987,1.47273,1.45873,1.4721,812180.0,0.0
2007-12-29,,1.4606925,1.297537888900021,1.2871047629290606,1.474815,279384.30225350114,
2007-12-30,255.0,1.47133,1.47393,1.47022,1.47325,34422.0,0.0
2007-12-31,256.0,1.47369,1.47491,1.45651,1.45785,862282.0,1.0
2008-01-01,257.0,1.45788,1.46285,1.45718,1.45983,860616.0,1.0
2008-01-02,258.0,1.46006,1.4749,1.45938,1.47164,861111.0,1.0
2008-01-03,259.0,1.47158,1.47807,1.46842,1.47395,861254.0,0.0
2008-01-04,260.0,1.47398,1.48241,1.4691,1.47397,795805.0,0.0
2008-01-05,,1.4779675,1.297537888900021,1.2871047629290606,1.4773,279384.30225350114,
2008-01-06,261.0,1.47452,1.47547,1.4737,1.47405,81057.0,0.0
2008-01-07,262.0,1.47384,1.4743,1.46557,1.46846,862192.0,1.0
2008-01-08,263.0,1.46828,1.47428,1.46754,1.47123,862802.0,1.0
2008-01-09,264.0,1.47127,1.47427,1.46357,1.46569,859187.0,1.0
2008-01-10,265.0,1.46575,1.48133,1.46387,1.47882,864000.0,1.0
2008-01-11,266.0,1.47889,1.4819,1.47585,1.47717,811336.0,1.0
2008-01-12,,1.47960125,1.297537888900021,1.2871047629290606,1.4780675,279384.30225350114,
2008-01-13,267.0,1.47797,1.48159,1.47779,1.48037,49884.0,0.0
2008-01-14,268.0,1.48042,1.49146,1.47931,1.48678,865646.0,0.0
2008-01-15,269.0,1.48704,1.49219,1.47698,1.48004,867181.0,0.0
2008-01-16,270.0,1.4801,1.48583,1.45923,1.46724,864884.0,0.0
2008-01-17,271.0,1.46733,1.4755427857075079,1.45863,1.46345,860697.0,0.0
2008-01-18,272.0,1.4632,1.46941,1.45982,1.46168,809478.0,1.0
2008-01-19,,1.4627075,1.297537888900021,1.2871047629290606,1.4614,279384.30225350114,
2008-01-20,273.0,1.46029,1.46042,1.45496,1.45512,34364.0,1.0
2008-01-21,274.0,1.45504,1.45668,1.4388,1.44013,862119.0,1.0
2008-01-22,275.0,1.4399,1.4684,1.4530967427382158,1.46375,862854.0,1.0
2008-01-23,276.0,1.4638,1.4646,1.45072,1.4601,864248.0,1.0
2008-01-24,277.0,1.4599,1.47779,1.45874,1.47595,865640.0,1.0
2008-01-25,278.0,1.47616,1.47736,1.46567,1.46807,797297.0,1.0
2008-01-26,,1.4736349999999998,1.297537888900021,1.2871047629290606,1.46915875,279384.30225350114,
2008-01-27,279.0,1.46779,1.47084,1.46588,1.46674,80059.0,1.0
2008-01-28,280.0,1.46664,1.47977,1.46591,1.4773,869847.0,1.0
2008-01-29,281.0,1.47714,1.4788,1.47346,1.47588,867431.0,1.0
2008-01-30,282.0,1.47589,1.49073,1.47508,1.48278,869441.0,0.0
2008-01-31,283.0,1.48296,1.49137,1.47994,1.48587,869665.0,0.0
2008-02-01,284.0,1.48591,1.49468,1.47839,1.47995,817315.0,0.0
2008-02-02,,1.488305,1.297537888900021,1.2871047629290606,1.48317125,279384.30225350114,
2008-02-03,285.0,1.48036,1.48073,1.47895,1.48018,50130.0,0.0
2008-02-04,286.0,1.48032,1.48482,1.47889,1.48158,865555.0,0.0
2008-02-05,287.0,1.48174,1.48213,1.46185,1.46338,867876.0,0.0
2008-02-06,288.0,1.46346,1.46699,1.45877,1.46211,867290.0,0.0
2008-02-07,289.0,1.46208,1.46513,1.44366,1.44796,864104.0,1.0
